Startup_Name,Industry,Business_Model,Target_Market_Size,Budget_INR,Employees_Count,Founder_Experience_Years,Project_Description,Success_Probability,Success_Status,Financial_Risk,Market_Risk,Technical_Risk,Business_Risk,Regulatory_Risk,Overall_Risk_Score
Nova-Core,Real Estate,Other,Medium,93762,2,3,A Other real estate platform serving medium customers.,57,1,49.214899,42.976906,47.806779,44.960609,40.585685,48
ZenithLabs,Transportation,Direct Sales,Medium,296653,39,5,A digital transportation platform using a Direct Sales model for medium business customers.,84,1,31.990397,33.967612,38.36349,36.822759,36.913832,21
Orion-Edge,Other,Other,Medium,54906,1,2,A modern digital services venture delivering solutions for medium customers.,56,1,51.404894,48.073755,45.037053,52.06739,41.977041,49
Fusion-Forge,Technology,SaaS,Large,4444576,403,13,A SaaS technology platform serving large organizations.,95,1,28.893395,33.036422,39.976197,31.385342,31.395474,10
NeonTech157,Finance,Other,Small,58519,4,4,A Other financial platform serving small customers.,63,1,41.578489,42.157851,43.199287,47.107312,44.481238,42
FusionX989,Retail,Advertising,Small,12461,1,1,A modern retail venture delivering solutions for small audiences.,48,0,47.083845,44.565224,44.894783,50.294256,46.154876,57
NeonFlow542,Entertainment,B2G,Medium,479853,16,10,A technology-driven B2G platform focused on medium entertainment operations.,85,1,32.098046,39.786855,38.828256,38.39874,42.88577,20
Aero Tech,SaaS,B2B,Large,681994,379,17,A digital software platform using a B2B model for large businesses.,95,1,29.066096,34.516704,38.895395,32.04648,40.174179,10
Vector-Cascade,Healthcare,Subscription,Large,3601697,246,21,A technology-driven Subscription platform focused on large healthcare operations.,95,1,28.829518,37.342752,36.121576,29.302905,39.417783,10
Titan-Vision,Education,Direct Sales,Large,1374479,20,6,A scalable education solution targeting large business customers.,91,1,26.30137,39.291853,41.403968,32.410472,40.438122,14
NimbusWorks1997,Energy,B2B,Large,7108363,475,11,A technology-driven B2B platform focused on large energy operations.,95,1,31.596165,32.106216,40.142478,33.697015,34.158427,10
SilverStack,E-commerce,SaaS,Large,4278960,373,13,A digital e-commerce platform using a SaaS model for large organizations.,95,1,27.137765,37.5172,37.640073,33.480182,38.266043,10
Cobalt-Bridge,Finance,Other,Small,226303,11,8,A scalable financial solution targeting small customers.,78,1,38.469038,37.367687,43.998586,39.678136,44.14129,27
Aero Systems,Transportation,Other,Medium,66295,3,4,An AI-powered Other transportation solution for medium customers.,64,1,43.544592,40.608311,39.690909,46.278805,42.830852,41
CosmicNest151,Education,SaaS,Large,1052187,84,6,A digital education platform using a SaaS model for large organizations.,95,1,31.180808,36.838992,35.035998,36.932076,39.484979,10
NexusGrid876,E-commerce,Marketplace,Medium,637651,84,14,A Marketplace e-commerce platform serving medium buyers and sellers.,95,1,23.210486,31.71065,37.751772,27.443285,33.890212,10
TerraFlow276,Entertainment,B2B,Medium,245519,10,7,An AI-powered B2B entertainment solution for medium businesses.,88,1,31.518517,40.247163,41.690823,30.152989,40.324126,17
EchoTech786,Agriculture,Advertising,Small,46989,1,0,A technology-driven Advertising platform focused on small agriculture operations.,50,1,46.474548,52.55157,49.151043,46.444579,49.844193,55
SpectraGrid8435,Education,B2B,Large,256413,24,13,A scalable education solution targeting large businesses.,95,1,23.583283,30.310352,32.002228,30.73529,32.741744,10
Stellar Logic,Other,C2C,Medium,57583,4,0,A C2C digital services platform serving medium individual users.,57,1,51.419198,46.348843,48.516166,45.174332,41.227173,48
MeridianBridge6761,E-commerce,B2B,Large,8507217,252,15,A B2B e-commerce platform serving large businesses.,95,1,27.427739,36.107303,37.54811,31.798408,32.42985,10
Spectra-Labs,Other,B2C,Small,45903,6,3,A modern digital services venture delivering solutions for small consumers.,58,1,45.965296,47.075104,41.147413,48.053138,48.010532,47
NeonWave2990,Other,Advertising,Small,21014,1,1,A scalable digital services solution targeting small audiences.,48,0,48.057314,46.300541,47.449935,52.984665,45.248695,57
Pulse-Wave,E-commerce,Direct Sales,Large,1886149,39,7,A digital e-commerce platform using a Direct Sales model for large business customers.,95,1,23.991336,35.609523,36.55302,34.676431,33.617909,10
Prime Core,Food & Beverage,B2C,Small,65911,4,3,An AI-powered B2C food and beverage solution for small consumers.,66,1,46.829726,39.601378,48.150561,39.482233,39.430595,39
Astra Sphere,Agriculture,B2C,Medium,75941,6,2,An AI-powered B2C agriculture solution for medium consumers.,65,1,38.907028,46.576639,45.710996,44.09567,46.390728,40
MeridianSystems,Energy,Direct Sales,Small,245390,23,2,A scalable energy solution targeting small business customers.,88,1,27.780743,34.294379,33.095832,34.0166,32.910724,17
NexusNest,SaaS,B2B,Large,2627770,400,23,A B2B software platform serving large businesses.,95,1,24.644169,30.290619,36.905236,29.890954,31.820308,10
RubyIgnite21,Agriculture,B2C,Small,65645,6,2,A digital agriculture platform using a B2C model for small consumers.,65,1,44.20081,40.001876,41.030143,44.552876,46.774502,40
CosmicStack904,Food & Beverage,C2C,Small,77872,1,3,A technology-driven C2C platform focused on small food and beverage operations.,60,1,48.223576,48.171373,46.538838,43.97231,43.884607,45
RaptorRise7321,Education,Marketplace,Large,450027,97,11,A technology-driven Marketplace platform focused on large education operations.,95,1,30.479192,30.126245,40.806549,35.116776,36.740649,10
PrimeIgnite,Technology,B2B,Large,8175225,261,19,A digital technology platform using a B2B model for large businesses.,95,1,27.387538,35.811388,40.832628,29.520292,31.910568,10
AeroPulse717,Other,B2G,Medium,239977,41,2,A scalable digital services solution targeting medium government organizations.,80,1,36.373547,36.83033,37.870078,37.355389,40.189248,25
TitanSystems3693,Finance,Other,Small,22160,1,0,A technology-driven Other platform focused on small financial operations.,48,0,47.908346,48.679078,47.670087,48.049534,40.413499,57
NovaSystems9001,Real Estate,B2C,Medium,18872,2,0,A digital real estate platform using a B2C model for medium consumers.,49,0,47.556519,43.926424,43.100544,51.140108,50.100828,56
CosmicScale3880,Agriculture,Freemium,Small,55958,6,4,A technology-driven Freemium platform focused on small agriculture operations.,66,1,40.298426,46.340291,42.460272,45.193866,41.569708,39
Pixel-Logic,Other,Other,Medium,29857,1,1,A scalable digital services solution targeting medium customers.,46,0,56.820727,51.016022,49.112266,50.090464,48.945729,59
TerraRise231,E-commerce,Direct Sales,Medium,1956650,79,11,An AI-powered Direct Sales e-commerce solution for medium business customers.,95,1,32.457903,31.075798,32.563,36.715065,38.083371,10
Vertex-Hub,Finance,Other,Small,17408,2,0,An AI-powered Other financial solution for small customers.,48,0,46.587968,46.034292,50.587009,54.941914,41.045968,57
Zenith Byte,E-commerce,Freemium,Small,99143,21,4,An AI-powered Freemium e-commerce solution for small users.,73,1,34.661936,36.972718,46.055924,45.109047,41.640232,32
CrimsonSphere168,Healthcare,Marketplace,Large,1051383,97,5,A modern healthcare venture delivering solutions for large buyers and sellers.,95,1,26.626833,33.930381,37.701516,35.483013,37.704924,10
Pixel Shift,Agriculture,B2G,Large,373730,24,7,A B2G agriculture platform serving large government organizations.,87,1,33.312446,40.72486,34.907641,37.735606,42.044516,18
PulseCore938,Food & Beverage,B2C,Medium,99068,4,0,A B2C food and beverage platform serving medium consumers.,61,1,41.321311,43.414898,43.465521,49.181751,43.750851,44
PixelLogic,Manufacturing,SaaS,Large,1511701,15,8,A technology-driven SaaS platform focused on large manufacturing operations.,95,1,28.784584,34.344875,35.641636,28.81991,31.454364,10
SpectraSphere809,Manufacturing,Marketplace,Medium,1317715,25,15,A digital manufacturing platform using a Marketplace model for medium buyers and sellers.,95,1,25.296753,38.134279,39.410645,29.08731,33.83129,10
Aero Cascade,E-commerce,Direct Sales,Large,633663,67,5,A technology-driven Direct Sales platform focused on large e-commerce operations.,93,1,28.738026,35.638205,32.45296,28.453318,37.829374,12
SpectraPath451,Agriculture,Other,Medium,36880,2,0,A Other agriculture platform serving medium customers.,48,0,52.052862,49.489786,46.187721,50.684871,47.035039,57
SolarScale916,Finance,Advertising,Medium,46055,1,1,A technology-driven Advertising platform focused on medium financial operations.,50,1,47.314075,43.648715,47.425285,52.030094,41.968335,55
PrimeByte236,Energy,Subscription,Large,8824729,404,19,A scalable energy solution targeting large subscribers.,95,1,26.126607,31.536393,39.518836,36.765442,36.044497,10
OmegaWorks3411,Other,C2C,Large,347479,12,4,A C2C digital services platform serving large individual users.,72,1,37.973966,42.252776,46.779497,43.67115,36.305806,33
Raptor-Scale,Food & Beverage,B2C,Small,87142,3,1,A digital food and beverage platform using a B2C model for small consumers.,61,1,43.70345,41.63218,41.30916,47.412784,45.205175,44
Ruby-Pulse,Manufacturing,C2C,Small,384431,18,5,A C2C manufacturing platform serving small individual users.,77,1,36.359345,38.837817,39.379264,43.684616,37.403478,28
CyberDynamo87,E-commerce,Subscription,Large,458630,65,8,A Subscription e-commerce platform serving large subscribers.,95,1,24.644491,37.780969,36.850264,28.306462,38.984145,10
Vector Cascade,Healthcare,Subscription,Large,7129748,111,22,A Subscription healthcare platform serving large subscribers.,95,1,28.677313,36.365023,37.267096,35.636455,38.358917,10
Nexus Systems,Transportation,B2C,Small,41249,4,3,A technology-driven B2C platform focused on small transportation operations.,61,1,46.322506,48.231768,42.54065,41.385626,38.234728,44
CobaltCascade,Healthcare,Subscription,Large,5752348,497,13,A digital healthcare platform using a Subscription model for large subscribers.,95,1,24.395732,32.95116,31.325399,33.677917,40.525323,10
NexusPath,Other,C2C,Medium,18924,2,1,A modern digital services venture delivering solutions for medium individual users.,47,0,50.703784,49.794571,52.825847,47.406382,44.57233,58
Fusion Edge,Retail,Franchise,Medium,92674,8,3,A technology-driven Franchise platform focused on medium retail operations.,64,1,47.870747,40.070202,47.810699,43.471725,42.369951,41
Orion-Logic,Technology,Marketplace,Large,552678,71,13,A Marketplace technology platform serving large buyers and sellers.,95,1,30.743333,38.183294,31.516716,30.479235,33.919556,10
OrionNest4584,Real Estate,Other,Small,40281,1,1,A modern real estate venture delivering solutions for small customers.,47,0,51.103635,45.889442,46.434844,52.379725,48.627068,58
Titan Bridge,Agriculture,Other,Medium,29416,1,1,An AI-powered Other agriculture solution for medium customers.,48,0,55.610686,46.597218,52.745392,48.828095,49.669508,57
Ruby-Byte,Healthcare,B2G,Medium,259849,35,6,An AI-powered B2G healthcare solution for medium government organizations.,94,1,30.478042,32.787193,41.236687,27.692413,39.045953,11
SolarX3596,E-commerce,SaaS,Large,8235068,449,23,An AI-powered SaaS e-commerce solution for large organizations.,95,1,29.235647,29.23782,34.097106,31.484081,33.422202,10
TerraStack932,Other,Advertising,Large,315939,28,3,A digital digital services platform using a Advertising model for large audiences.,78,1,40.33553,35.544921,41.091626,39.274233,39.742081,27
TerraStack8655,SaaS,Subscription,Large,7164127,267,14,A technology-driven Subscription platform focused on large software operations.,95,1,23.88255,33.24346,40.456853,29.090821,31.743173,10
Ruby-Tech,Education,Marketplace,Medium,1774673,63,10,An AI-powered Marketplace education solution for medium buyers and sellers.,95,1,31.990043,37.557504,36.822458,35.867984,40.742242,10
RubyFlow390,Healthcare,Advertising,Medium,174286,6,8,A digital healthcare platform using a Advertising model for medium audiences.,82,1,30.734642,34.84898,39.842235,39.241416,41.714967,23
EchoLink1451,Technology,Subscription,Medium,1045640,10,11,A modern technology venture delivering solutions for medium subscribers.,95,1,27.42385,28.566831,31.969676,35.370344,36.629574,10
SilverGrid942,Finance,Other,Medium,43884,1,1,A technology-driven Other platform focused on medium financial operations.,48,0,46.535956,50.950543,49.303897,50.056416,48.988974,57
NexusX64,Agriculture,C2C,Medium,15689,1,1,An AI-powered C2C agriculture solution for medium individual users.,49,0,48.429251,51.23418,46.051531,50.972138,50.159318,56
CyberLogic4643,Healthcare,B2B,Large,1210366,62,15,A digital healthcare platform using a B2B model for large businesses.,95,1,28.628704,33.960413,36.960288,33.956939,39.021357,10
RubySync,SaaS,Subscription,Medium,1362003,51,12,A technology-driven Subscription platform focused on medium software operations.,95,1,30.448085,35.972695,34.632812,29.41704,35.0241,10
AeroSystems606,Transportation,Freemium,Medium,60448,4,2,A Freemium transportation platform serving medium users.,67,1,41.696931,45.788929,43.489282,41.874278,41.972201,38
Nova-Dynamo,Finance,Marketplace,Small,338166,36,4,A technology-driven Marketplace platform focused on small financial operations.,83,1,29.235472,37.714749,39.425953,37.703792,42.044535,22
CobaltCore3366,SaaS,Marketplace,Medium,1579803,10,5,An AI-powered Marketplace software solution for medium buyers and sellers.,93,1,29.185785,34.625511,38.54999,37.505969,38.658145,12
Spectra Forge,Energy,B2B,Large,2147728,239,14,A digital energy platform using a B2B model for large businesses.,95,1,24.453879,32.669543,32.598262,27.330305,39.192242,10
Vertex Path,Manufacturing,B2B,Large,1799015,25,9,An AI-powered B2B manufacturing solution for large businesses.,95,1,26.056718,30.998097,36.099087,29.049794,31.472506,10
Lunar Cascade,Food & Beverage,Other,Medium,88258,37,2,A Other food and beverage platform serving medium customers.,69,1,42.18952,39.194055,38.014693,44.780059,45.674175,36
NeonDrive2772,Retail,Direct Sales,Medium,132228,46,6,A scalable retail solution targeting medium business customers.,81,1,30.663533,37.652893,36.836267,33.027227,37.72583,24
SpectraCore2540,Entertainment,B2B,Large,210372,37,10,An AI-powered B2B entertainment solution for large businesses.,93,1,31.519795,32.095234,32.706217,33.827492,39.806118,12
Vector Works,SaaS,SaaS,Medium,1059629,52,9,A technology-driven SaaS platform focused on medium software operations.,95,1,25.952555,32.818407,32.940454,36.912638,40.659969,10
ZenithSync3008,E-commerce,SaaS,Large,777957,375,20,An AI-powered SaaS e-commerce solution for large organizations.,95,1,30.513252,29.058164,34.256644,28.967468,32.170195,10
PulseDynamo187,Education,Freemium,Medium,475256,47,9,A scalable education solution targeting medium users.,89,1,29.709323,34.50785,42.34089,36.669749,32.988296,16
OmegaX1235,Retail,B2C,Medium,87298,6,3,A modern retail venture delivering solutions for medium consumers.,63,1,39.014584,48.498294,47.285339,40.193985,45.979258,42
